,neg,pos,neut
annoint,1,0,0
annonc,1,0,0
annou,0,1,2
announc,0,1,2
announce,15,107,181
announced,0,2,4
announcedampnbspthat,0,1,0
announcement,6,35,32
announcer,1,6,0
announcment,1,0,0
announment,0,0,1
annoy,7,1,3
annoyed,5,1,2
annoying,21,3,5
annoyingly,1,0,1
annu,0,1,0
annual,0,64,66
annul,0,0,3
annulment,1,3,8
ano,1,2,1
anoint,1,1,0
anointment,0,1,0
anong,0,0,2
anonimity,1,0,0
anonops,0,0,1
anonymous,2,4,13
anot,0,0,1
anotherway,0,0,1
anounce,0,0,1
anouncement,0,0,1
anoy,0,0,1
anp,0,0,1
ans,0,0,1
ansa,0,2,1
ansari,0,0,1
ansel,0,2,0
anser,1,0,0
anso,0,0,1
answer,32,39,78
answered,0,1,0
answering,0,0,1
answerpr,0,0,1
ant,26,211,78
antakya,0,0,1
antarctica,0,0,1
ante,0,1,2
anterior,0,0,1
anthem,3,16,6
anthonee,1,0,0
anthony,2,12,15
anthonychat,0,1,0
anthracite,0,0,1
anthrop,0,1,0
anthropologie,0,1,0
anti,22,7,25
antibiotics,0,0,1
antic,0,0,2
antichrist,1,0,1
anticipa,0,0,1
anticipate,0,7,5
anticipated,0,1,1
anticipation,0,4,1
antidote,0,1,0
antihero,0,0,1
antioch,0,0,1
antipsychotic,1,0,0
antiquities,0,0,1
antis,0,0,1
antisemite,0,0,1
antist,1,0,0
antizionist,0,0,1
antman,0,5,0
antone,0,0,1
antonia,0,0,1
antonio,2,20,15
antony,1,0,0
antroposophical,0,0,1
ants,0,0,1
antwerp,0,1,0
antwon,0,0,1
antwoord,0,0,1
antz,0,2,0
anup,1,0,0
anuty,0,1,0
anuvahood,0,1,0
anv,0,0,1
anvil,1,0,0
anxiety,2,5,1
anxious,1,2,1
anxiously,0,1,1
anybdy,1,0,0
anybody,8,20,51
anyday,0,0,2
anymor,0,0,1
anymore,40,15,25
anymoreall,1,0,0
anymorei,1,0,0
anynope,0,0,1
anynumbersulike,0,1,0
anyonr,0,0,1
anys,0,1,0
anyssa,0,0,1
anyt,1,0,0
anyth,0,0,1
anythingispossibleiguess,0,0,1
anythng,0,1,0
anytime,1,6,7
anyways,4,8,4
anywho,0,0,1
anywhoo,0,1,0
anzac,0,1,0
ao,1,0,1
aol,0,1,1
aoo,0,1,0
aooesr,0,1,0
aor,0,1,0
aot,0,1,0
aoty,0,2,0
aowa,0,1,0
ap,1,11,17
apako,1,0,0
apand,1,0,0
apart,11,10,20
apartheid,2,0,1
apartment,4,8,1
apartments,0,0,2
apathy,2,1,0
apatow,0,1,0
apaz,0,0,1
ape,0,2,3
aperitif,0,1,1
apes,1,11,6
apesi,0,1,0
apewalkin,1,0,0
apex,0,0,2
apgrod,0,1,0
aphex,0,1,0
aphrodite,0,0,1
aphug,0,0,1
api,0,3,2
apiece,0,0,1
apj,1,0,1
apjeae,0,0,1
aplin,0,2,0
aplogize,0,0,1
aplomb,0,0,3
apo,0,0,1
apocalypse,2,2,3
apoel,0,0,2
apol,1,0,0
apollo,1,2,3
apollon,0,1,0
apollonia,0,1,0
apolo,0,0,1
apologies,0,0,2
apologiesinadvance,0,0,1
apologis,0,0,1
apologist,3,0,0
apologiz,2,2,1
apologize,11,3,12
apologizes,0,0,2
apology,7,7,19
apostasy,0,0,1
apostle,0,0,1
apostolic,0,0,1
apothecarium,0,0,1
app,15,53,61
appal,1,0,0
appalachian,0,1,0
appalling,2,0,0
apparatus,1,0,2
apparent,2,0,3
apparently,25,33,48
apparition,0,0,1
appartment,0,0,1
appeal,6,6,18
appeals,0,0,2
appear,16,29,86
appearanc,0,0,1
appearance,1,18,41
appease,1,1,0
appeaser,0,0,1
appendage,0,0,1
appendant,0,0,1
appendectomies,1,0,0
appendiciti,0,1,0
appendicitis,1,0,0
appendix,1,0,0
apper,0,0,1
appetite,0,0,2
appetizer,0,1,0
applauchtuesday,0,1,0
applaud,0,3,1
applause,0,0,5
apple,44,233,200
appleampi,1,0,0
applebee,0,0,1
appleevent,1,20,4
applegenius,0,1,0
appleguy,0,0,1
appleland,1,0,0
applelive,0,1,1
apples,0,2,2
appleton,1,1,0
appletv,0,3,1
applewatch,0,4,1
application,3,5,5
appln,0,0,1
apply,8,5,25
applynow,0,0,1
appoint,2,2,11
appointment,0,4,12
appr,0,0,1
appreciate,4,35,9
appreciation,0,3,3
apprehend,0,0,1
appreicated,0,1,0
apprentice,0,2,0
approa,0,0,1
approach,2,6,16
approache,0,0,1
appropriate,0,2,3
approval,2,3,5
approve,5,9,9
approved,0,1,0
approves,0,3,0
approximately,0,3,0
approximation,0,0,1
apps,0,3,3
appstore,0,1,0
appt,0,3,1
appy,0,1,0
appyea,0,0,1
apr,1,5,11
apraxia,0,0,1
april,42,126,162
aprildies,0,2,1
aprile,0,1,0
aprillif,0,2,0
aprillives,1,11,4
aproko,1,0,0
apropo,0,1,0
aprs,0,1,1
aps,0,0,1
apt,1,3,4
aptitude,1,0,0
apts,0,0,1
aptx,0,0,1
apuleius,0,0,1
apurv,0,1,0
apush,0,1,0
aq,1,1,1
aqeeda,1,0,0
aqua,0,1,3
aquarium,0,0,2
aquarius,0,0,2
aquib,0,1,0
aquinas,0,1,0
aquino,0,1,1
ar,3,2,3
ara,1,5,5
arab,3,3,4
arabia,70,23,90
arabian,1,0,2
arabs,3,1,2
arafat,1,0,0
aral,1,0,0
aramco,0,0,1
araneta,0,5,6
arb,0,0,1
arbeloa,1,1,1
arboretum,0,0,1
arby,0,0,2
arc,1,3,0
arca,0,0,1
arcade,0,1,1
arcadia,0,1,0
arcanum,0,0,1
arce,0,0,1
arch,0,3,2
archbishop,0,0,2
archdiocese,0,1,0
archer,1,1,0
arches,0,1,0
archetype,0,0,1
archie,0,1,2
architect,1,2,1
archive,1,2,3
archives,0,2,0
archuleta,0,1,3
arcimboldi,0,1,0
arco,0,1,0
arctic,1,0,1
ard,1,0,1
arda,0,2,2
ardboe,1,0,0
arden,0,0,1
ardent,0,0,1
ardoyne,0,1,0
area,10,28,39
areameen,0,1,0
areaorg,0,0,1
aree,0,0,1
arefreshersreadyforbane,0,0,1
arena,2,26,32
arenado,0,0,2
arenahttptcococmvl,0,1,0
arenas,0,0,1
arent,0,0,1
ares,1,0,0
aretha,0,0,1
areyoufreakingkiddingme,0,1,0
arf,0,0,1
arfa,0,1,0
arg,0,1,1
argentina,4,12,11
argentinaxx,0,1,0
argentine,2,3,2
argentinian,0,0,1
argh,1,1,0
argo,0,1,0
argos,0,0,1
argoslive,0,2,0
arguable,0,1,0
arguably,0,6,1
argue,4,10,13
argument,8,2,15
argumentu,0,0,1
argus,2,5,12
argvbol,0,1,0
ari,0,0,2
arian,6,11,7
ariana,1,3,3
arianator,1,0,0
ariel,1,0,0
arielle,0,1,0
aright,0,0,1
arilelada,0,1,0
arirang,0,0,1
arise,1,0,2
arista,0,1,0
aristocrat,0,1,0
arithmetic,1,0,0
arizashannon,0,1,0
arizona,4,6,10
arizonawildcats,0,0,1
arjhay,0,0,3
ark,1,1,1
arka,1,0,0
arkansas,1,3,5
arkestra,0,1,1
arkham,1,4,0
arkhamknight,0,0,1
arkst,0,0,1
arlene,1,2,1
arliehartman,0,1,0
arlington,0,0,3
arm,19,13,23
arma,0,0,1
armacost,0,1,0
armada,0,1,0
armageddon,0,0,1
armagh,0,0,1
armando,0,1,1
armani,0,0,2
armatrading,0,1,1
armband,1,1,0
armbar,1,2,0
armed,1,3,3
armello,0,1,0
armenian,0,2,0
armenians,1,0,0
armies,0,0,1
armin,0,4,7
armor,1,0,0
armored,0,1,0
armory,0,0,2
armour,0,0,1
arms,0,1,1
armstrong,1,1,6
army,11,14,24
arnab,0,0,1
arnd,0,0,1
arnett,0,1,0
arnez,0,1,0
arnie,0,1,0
arnold,0,2,1
arnott,0,0,1
arod,0,0,3
arolladora,2,0,1
aroma,0,1,0
arouse,0,1,0
arpgsdungeon,0,1,0
arprep,0,0,1
arps,0,0,1
arr,1,2,0
arraba,0,1,0
arrabe,0,1,0
arraign,0,0,1
arraignment,0,1,0
arrange,2,5,2
arrangement,1,1,2
array,1,0,1
arreola,0,0,1
arrest,29,2,14
arrghh,0,1,0
arrieta,0,0,1
arrietta,0,0,1
arriiv,0,0,1
arrington,0,0,1
arriva,0,1,0
arrival,0,11,18
arrive,10,48,53
arriveinstyle,0,1,0
arrl,0,0,2
arrogance,1,0,2
arrogant,3,0,2
arrondissement,0,0,1
arrow,2,6,7
arrowhead,0,0,1
arrows,0,0,10
arruba,0,0,1
arrw,0,1,0
arry,0,0,2
ars,0,1,1
arse,3,2,1
arsed,0,0,1
arsenal,36,82,121
arsenallogic,1,0,0
arsene,1,1,2
arsht,0,1,9
arshull,0,1,0
arsis,1,0,0
arsneal,0,1,0
arson,2,0,0
art,3,47,61
artastrology,0,0,1
artblogger,0,0,1
artdropday,0,1,0
artemis,0,1,1
artery,1,0,0
arteta,0,0,1
arthur,0,3,6
arti,0,0,1
article,23,29,46
articles,0,0,1
articlesection,0,1,0
artificial,0,1,0
artificially,0,0,1
artillery,0,0,1
artist,12,46,37
artistaacademy,0,1,0
artistic,0,0,1
artistry,0,1,0
artists,0,0,1
artois,0,0,1
artpop,0,2,0
artrave,0,1,0
arts,1,9,15
artscape,0,0,1
arttur,0,0,1
artwork,0,1,1
artytype,0,1,0
arugula,0,1,0
arun,0,0,1
arundel,0,0,1
arusha,0,1,0
arutz,1,0,0
arvind,0,0,2
arvo,1,2,1
ary,1,0,1
aryans,0,0,1
arzst,0,0,1
asa,1,0,1
asad,2,1,1
asalaamu,0,0,1
asante,1,0,0
asap,2,17,15
asatru,0,2,0
ascend,0,2,0
ascendancy,0,0,1
ascension,0,0,2
ascent,0,1,0
ascot,0,2,0
asda,0,0,1
asddgffghj,0,0,1
asdfghjkl,0,2,1
asdfksjhabaishebs,0,0,1
asematy,0,2,0
asf,1,1,2
asfcclassof,0,0,1
asffsgw,0,0,1
asg,0,0,4
asgard,1,0,1
ash,16,19,19
ashamed,7,5,4
ashanti,0,2,2
ashco,0,1,0
ashe,1,2,1
asher,0,0,3
ashes,2,4,4
asheville,0,3,3
ashford,0,1,0
ashlee,1,0,0
ashleigh,0,0,1
ashley,1,4,13
ashleyalyssa,0,1,0
ashlyn,0,1,0
ashoka,0,1,0
ashould,0,0,1
ashram,0,0,1
ashtanga,0,1,0
ashton,4,9,8
ashtonweloveyou,0,1,0
ashura,1,0,0
ashwaubenon,1,0,0
ashwni,1,0,0
asia,4,10,19
asiabrief,0,0,1
asian,2,7,5
asianboyproblem,0,0,1
asiata,2,2,15
aside,5,6,9
asif,2,1,0
asiikk,0,0,1
asik,0,1,1
asikk,0,1,0
asim,0,0,1
asimplelife,0,0,1
ask,71,101,238
askanimeltd,0,0,1
askanupamanyth,0,0,1
askbobby,1,0,0
askcairney,0,1,0
askchrishemsworth,0,0,1
askdongho,0,0,1
askdrew,0,0,1
askin,0,1,1
asking,2,0,1
askjeeves,0,1,0
askllcoolj,0,0,1
askmnw,0,1,0
askmusicnewsfact,0,0,1
asksos,0,0,1
askthevamps,0,1,0
asl,0,1,0
aslam,0,1,0
aslan,0,1,2
asleep,6,7,15
asmoking,0,1,0
asmr,0,1,0
aso,0,0,1
asot,0,0,1
aspca,0,1,0
aspe,0,0,1
aspect,3,1,4
aspen,0,0,1
asphalt,0,0,1
asphyxiation,0,1,0
aspiration,1,1,1
aspire,0,1,0
asroma,0,0,1
ass,103,56,41
assad,5,0,5
assadism,1,0,0
assalaam,0,1,0
assalamu,0,1,0
assam,1,0,3
assange,1,0,4
assasin,0,0,1
assassin,0,1,4
assassinate,3,0,2
assassination,3,0,1
assassins,0,1,0
assault,12,1,6
assemble,1,2,1
assembly,1,6,3
assemebl,1,0,0
assert,0,0,2
assertion,0,0,1
asses,1,0,0
assessment,0,1,6
asset,0,0,5
asshole,15,1,2
assign,0,0,2
assignment,1,3,6
assimilate,2,0,0
assist,5,16,21
assistance,0,1,4
assistant,0,3,7
assistants,0,1,0
assister,0,1,0
assistive,1,0,0
assists,0,0,1
asslamau,0,1,0
assoc,0,1,1
associate,0,6,4
associated,0,1,2
association,1,5,5
asst,0,0,1
assume,5,6,8
assumption,1,0,0
assurance,1,0,1
assure,1,6,4
assuredly,1,0,0
assuredness,0,0,1
assures,1,1,0
assx,0,1,0
assyrians,0,0,1
astate,0,1,0
asteroid,0,0,2
asthmaticproblem,1,0,0
aston,5,3,12
astonish,0,0,2
astonishing,0,3,0
astonishment,1,0,0
astounding,1,0,1
astral,0,1,1
astray,0,1,0
astro,0,1,1
astrology,1,2,8
astronaut,0,1,3
astronomers,0,0,2
astrophysicist,0,1,1
astros,1,1,4
astute,1,0,0
asu,2,5,4
asura,0,0,1
asus,4,0,0
aswear,0,2,0
aswell,4,6,3
aswr,1,0,0
asylum,6,2,6
ata,1,0,2
atampt,1,4,6
atari,0,0,1
ate,1,1,0
ateam,0,1,0
aternoon,0,0,1
atfernoon,0,1,0
ath,0,1,1
atheism,0,0,3
atheist,8,1,9
atheists,0,0,1
athen,1,0,0
athena,0,1,1
athenryville,0,0,1
athens,2,8,10
atherton,1,0,0
athiest,0,0,2
athlete,2,16,12
athletes,0,0,2
athletic,0,3,5
athleticism,0,1,0
athletics,0,1,1
athority,1,0,0
atik,0,1,0
atkinson,4,2,4
atl,4,8,16
atlanta,3,16,16
atlantic,6,5,8
atlanticcity,1,0,0
atlanticforum,0,0,1
atlas,0,3,1
atleast,2,4,2
atleti,4,9,5
atletico,3,8,22
atlus,0,0,1
atm,3,4,7
atma,0,1,0
atman,0,0,1
atmananda,0,0,1
atmosphere,1,5,4
ato,0,1,0
atomic,1,0,2
atomickofficial,0,1,0
atop,0,1,1
atoy,0,0,1
atp,0,2,1
atpfinal,1,0,0
atr,0,1,0
atrack,0,0,1
atrain,0,1,0
atrocious,3,1,0
atrocity,3,1,0
att,1,0,5
atta,0,2,1
attach,0,0,2
attache,0,0,1
attachment,0,0,2
attack,98,16,80
attacker,3,0,0
attacking,0,0,1
attackontitan,0,1,0
attacks,1,0,0
attacktd,1,0,1
attain,0,2,2
attainable,0,1,0
attainmen,1,0,0
attax,0,1,0
attempt,16,11,40
attend,8,42,69
attendance,0,5,7
attendant,2,0,0
attende,0,0,1
attendee,0,2,2
attention,14,19,22
attentionneeders,0,1,0
atthesamedamtime,0,0,1
atthewyndham,0,0,1
attic,0,1,0
atticus,0,1,0
atticusfinch,0,0,1
attire,0,2,3
attitude,3,6,6
attitudeera,0,1,0
attitudes,0,0,1
attmcom,0,1,0
attn,1,5,10
attorney,0,0,2
attr,0,0,1
attract,2,4,2
attraction,1,1,3
attractive,5,9,2
attribute,2,1,2
attrocitie,0,0,1
atty,0,0,1
atunnelradio,0,0,1
atwell,0,1,0
atws,0,0,1
atx,1,0,1
au,0,2,3
aubameyang,0,0,1
aubig,0,0,1
aubrey,0,1,0
aubs,0,1,0
aubtourage,0,1,0
auburn,3,15,13
auckland,1,2,1
auction,0,6,6
aud,0,0,1
audacity,1,1,0
audible,0,0,1
audience,1,9,19
audio,2,12,10
audiobook,0,0,1
audiophile,0,1,0
audis,1,0,0
audition,1,3,8
auditions,0,0,2
auditon,0,0,1
auditorium,0,1,0
auditthispos,1,0,0
audrey,1,2,1
aug,19,66,92
augment,0,0,1
augmentation,0,0,1
augth,0,0,1
augus,0,0,1
august,46,214,325
augusta,0,0,1
augustana,1,0,1
augustboombguy,1,0,0
augustea,0,0,1
augustin,0,0,3
augusts,0,1,0
auktop,0,1,0
aulas,0,0,1
auld,0,1,0
aumrsch,0,0,1
aunt,3,5,8
auntie,1,2,2
aunty,0,0,2
aur,0,1,2
auriemma,0,0,1
aurora,0,4,0
auroraboreali,0,1,0
auroral,0,0,1
aus,2,2,1
ausilio,0,0,1
ausmila,1,0,0
ausmus,0,0,2
auspicious,0,2,1
auspol,4,1,3
aussie,1,9,9
aussies,1,1,0
aussiewine,0,1,0
aust,2,0,0
austealian,0,0,1
austen,0,0,1
austerian,0,0,1
austerity,3,1,3
austin,9,29,33
austingp,0,0,1
austinn,0,1,0
australasian,0,0,1
australia,10,10,30
australian,7,12,23
australiantour,0,0,1
australiawantsdemi,1,0,0
austria,0,1,1
austrian,0,1,0
authentic,0,2,1
authentication,0,1,0
authenticity,1,1,0
author,2,9,9
authorise,0,0,2
authoritarian,1,0,0
authority,6,6,13
authorize,0,0,1
autism,0,1,0
autistic,0,1,0
auto,2,2,6
autobahn,0,0,1
autobiography,0,2,2
autocad,0,1,0
autocar,0,1,0
autocorrect,1,0,1
autocrat,1,0,0
autodraft,1,0,0
autograph,1,6,4
autographmy,0,0,1
autom,0,1,0
automate,0,0,1
automatic,2,0,2
automatically,4,4,1
automaticqualifier,0,1,0
automobile,0,1,0
automotive,0,1,3
autonomy,0,0,1
autopost,0,0,1
autorickshaw,0,0,1
autumn,1,0,4
autzen,0,1,0
aux,0,1,0
auzzie,0,0,1
av,0,3,2
ava,0,2,0
avaiable,0,0,1
avail,3,4,4
availability,2,2,8
available,17,68,101
availible,0,1,0
avant,0,0,4
avast,0,1,0
avatar,1,2,0
avaunt,0,0,1
avb,1,1,1
avbout,1,0,0
avca,0,0,1
ave,1,13,10
avec,0,1,0
avecessi,0,1,0
avenge,0,0,1
avenged,0,1,1
avenger,0,0,1
avengers,2,5,3
avenue,0,3,11
average,5,7,11
averse,0,0,1
aversion,0,1,1
avert,0,0,2
avery,1,0,1
avfc,0,1,0
avg,0,2,3
avi,1,0,4
aviator,0,0,1
avid,0,1,0
avila,0,0,1
aviles,0,0,1
avis,0,0,1
avisail,0,0,1
aviv,0,2,0
aviva,1,1,1
avl,0,0,2
avocado,0,1,1
avodog,0,1,0
avoid,8,4,20
avoidee,1,0,0
avon,0,2,0
avondale,0,1,0
avril,11,12,17
avs,0,0,1
aw,3,17,7
awaay,0,1,0
await,1,9,9
awaitrt,0,1,0
awake,1,8,8
awaken,1,7,3
awakened,0,1,0
awakening,1,0,0
awakenings,0,1,0
awakens,0,7,3
awakenthenorth,0,1,0
awakes,0,1,0
awaran,0,0,1
award,15,72,50
awards,9,51,60
awardsthe,0,0,1
aware,2,5,15
awareness,3,9,11
away,79,117,131
awaydawncomislamabad,0,0,1
awayday,1,0,0
awaydaysonly,0,0,1
awe,1,2,2
awesome,6,216,10
awesomely,0,1,0
awesomeness,0,2,1
awesoomee,0,10,0
awestruck,0,1,0
awful,24,6,9
awfully,3,0,0
awh,1,1,0
awhh,0,1,0
awhile,0,11,7
awhole,0,1,0
awk,2,0,1
awkard,0,0,1
awkward,11,9,8
awkwardact,1,0,0
awkwardrushedplann,0,0,1
awkwards,0,0,1
awol,1,0,1
awsome,0,2,0
aww,7,18,5
awwright,0,1,0
ax,1,1,1
axe,4,2,0
axel,0,0,2
axelmania,0,0,1
axelrod,0,0,1
axis,1,0,2
axl,2,2,8
axs,0,1,0
axschat,0,1,0
ay,0,3,7
ayan,0,0,1
ayariga,0,1,0
ayatollah,1,0,0
ayatollahs,1,0,0
aye,0,8,8
ayee,0,3,1
ayegbeini,1,0,0
ayesha,1,0,1
ayew,0,0,1
ayfxw,0,1,0
aykroyd,0,1,0
aylien,0,1,0
ayman,0,0,1
ayowaka,0,0,1
ayr,0,1,1
ayrton,0,0,1
ayto,0,1,0
ayup,0,1,0
ayye,1,2,1
ayyee,0,4,0
az,4,3,10
azalea,1,1,0
azarenka,0,1,1
azealia,1,0,4
azerbaijan,0,2,7
azerbaijani,0,0,1
azfl,0,0,1
azha,0,0,1
azhar,1,1,1
azkaban,0,1,0
azlplayoff,0,0,2
azrael,0,0,1
aztec,0,1,0
azteca,0,1,0
aztecs,1,0,1
azul,0,0,2
azure,0,0,1
azwajal,0,1,0
azz,1,0,0
azza,2,0,0
azzam,0,0,1
azzurri,1,0,0
ba,5,7,13
baa,0,0,1
baab,0,1,0
baad,0,0,1
baadshaho,0,1,1
baage,1,0,0
baap,1,0,0
baar,0,0,1
baauer,0,0,1
baba,6,0,7
babaayy,0,1,0
babaginda,0,0,1
babaman,0,0,1
babatunde,0,0,1
babble,0,0,1
babbyy,0,1,0
babcock,0,1,0
babe,4,13,9
babel,0,1,1
baber,0,1,0
babi,0,1,0
babies,2,1,1
babri,1,0,0
babu,1,1,0
baby,40,112,92
babybels,0,1,0
babydaddy,1,0,0
babydoll,0,0,1
babyface,0,0,2
babygate,0,0,2
babygirl,0,2,0
babylon,0,0,1
babys,1,0,0
babyshe,1,0,0
babysit,2,0,0
babysitt,1,4,0
babyth,0,0,1
babyy,0,1,0
bac,0,1,0
bacc,0,1,0
bacca,0,2,3
bachata,0,0,1
bachchan,1,1,0
bachelor,6,15,11
bachelorau,0,1,0
bachelorinparadise,0,2,0
bachmann,1,1,0
backback,0,0,1
backbencher,1,0,0
backboard,0,0,1
backchannel,0,0,1
backcourt,0,0,1
backdoor,1,0,2
backdrop,0,2,0
backed,1,0,0
backer,1,0,1
backers,0,0,1
backfield,0,0,3
backfire,3,0,2
backflip,0,0,1
backflipping,0,0,1
backfoot,1,0,0
background,1,13,12
backhair,1,0,0
backing,0,1,4
backlash,1,0,0
backless,0,1,0
backlift,0,1,0
backop,0,0,1
backops,0,0,1
backpack,0,1,1
backpacker,0,1,0
backroom,0,0,2
backs,0,0,1
backseat,0,1,1
backstabb,1,0,0
backstage,3,9,20
backstreet,0,0,2
backstreetboys,0,1,0
backthebrits,0,0,1
backtofootball,0,0,1
backtohauntthescum,0,0,1
backtoschool,0,2,0
backtostroz,0,1,0
backtrack,0,0,1
backup,0,1,6
backward,1,1,1
backwards,2,0,7
backwe,0,1,0
backwoodslivin,0,1,0
backyard,0,1,2
bacolod,0,10,0
bacon,0,2,8
bacoor,0,0,1
bacp,0,0,1
bad,345,150,231
badal,0,1,1
badami,0,1,0
badass,3,6,1
badassness,0,1,0
badboy,1,0,0
badboylife,0,1,0
badd,0,2,2
baddecision,2,0,0
badder,1,0,0
baddream,1,0,0
badeditor,1,0,0
badfever,1,0,0
badge,0,4,0
badger,8,1,3
badgodpunishu,1,0,0
badhabitz,0,1,0
badland,1,0,0
badlands,1,0,0
badluck,2,0,0
badly,5,7,7
badmoon,0,0,1
badmouth,0,0,1
badmovie,1,0,0
badness,0,1,0
badotweet,1,2,4
badr,0,0,1
badsunday,1,0,0
badtime,1,0,0
badtrip,0,0,1
baduy,0,1,0
badweddingvow,0,0,1
bae,1,12,6
baekhyun,0,1,1
baeksoo,0,1,0
baemax,1,0,0
baes,0,0,1
bafana,0,2,0
baffling,0,1,0
bag,14,29,56
bagatelle,0,0,1
bagel,0,3,2
baggage,0,2,0
bagger,0,0,1
bagging,0,1,0
baggy,1,1,8
baghdadi,2,0,1
bagi,0,0,1
bago,0,1,0
bagram,0,0,1
bagrangi,0,0,1
bagsakan,0,1,0
bah,1,0,1
baha,0,1,0
bahadur,0,0,1
bahaha,0,1,0
bahahaha,0,1,0
bahahahaa,0,1,0
bahamas,1,0,1
bahay,0,1,0
bahh,0,0,1
bahia,0,1,0
bahrain,1,1,4
bahraini,0,0,5
bahrainis,0,1,0
bahri,0,0,1
bahston,0,1,0
baiely,0,0,1
baies,0,0,1
bail,5,2,11
bailey,0,5,7
bailout,2,1,10
baine,0,0,1
bait,1,0,1
baitfish,0,0,1
baizeofglory,0,0,1
baj,0,1,0
bajrangi,0,0,2
bajrangibhaijaan,0,1,2
bak,0,1,0
baka,0,0,1
bake,1,5,4
baker,0,4,3
bakers,0,1,0
bakersfield,0,0,1
bal,0,0,1
bala,0,4,3
balak,0,0,1
balance,2,1,14
balanced,2,4,2
balcony,0,1,1
bald,0,1,2
balder,0,1,0
baldwin,2,0,1
bale,4,7,26
bali,0,2,10
balik,0,0,2
balk,1,1,1
balki,0,0,1
ball,39,69,89
ballad,0,1,1
ballarat,0,0,2
ballard,0,1,0
baller,0,2,2
ballet,1,14,9
balletcenter,0,1,0
ballgame,0,1,3
ballin,1,1,0
ballina,1,0,1
ballinacup,0,0,1
ballistic,0,0,1
ballon,0,3,2
balloon,0,3,1
ballot,2,4,9
ballpark,0,2,1
ballroom,1,10,8
ballrooms,0,0,1
balls,0,3,3
bally,0,0,1
ballybunion,0,1,0
ballyhoo,0,1,0
ballymore,0,1,0
ballymurphy,1,0,1
balmer,1,0,0
balmoral,2,0,0
balochistan,0,0,1
balogun,0,0,4
balon,0,1,0
baloney,1,0,0
balor,1,0,4
balotelli,1,6,5
balsiger,0,1,1
balstock,0,1,0
baltic,1,0,1
baltimore,0,13,21
baltimoredeals,0,0,1
baluchi,0,0,1
bam,1,3,1
bama,0,14,15
bambam,0,1,0
bambino,1,0,0
bamboleo,0,1,0
bamboo,0,1,1
bamf,0,1,0
bamma,0,0,1
bampn,0,1,1
bams,0,1,0
ban,14,1,19
banana,0,3,3
bananarama,0,1,0
bancorp,0,0,2
band,27,215,147
banda,2,1,0
bandaid,0,0,1
bandana,0,1,1
bandeau,0,0,2
bandhan,0,0,2
bandits,0,0,1
bandity,0,1,0
bandmate,0,1,0
bando,0,0,1
bandofbrother,0,1,0
bandpage,0,1,0
bands,0,3,2
bandstand,0,0,2
bandwagon,3,1,2
bane,0,1,1
banff,1,8,1
bang,9,37,20
bangalore,0,2,1
banger,0,3,1
bangin,0,0,1
banging,0,2,0
bangkok,0,0,6
bangl,0,0,1
bangla,0,1,1
banglad,0,1,0
bangladesh,0,9,8
banglavision,0,0,1
bangles,0,0,1
banglyphosate,1,0,0
bangmo,1,0,0
bango,0,0,1
bangor,0,1,0
bangs,0,4,3
bangtidy,0,1,1
bangz,3,4,2
banish,0,0,2
banjax,0,0,1
banjo,0,1,0
banjoo,0,0,1
bank,11,33,48
banker,1,1,1
bankerslife,0,1,0
bankholiday,0,1,0
banking,1,1,3
banknote,0,0,1
bankroll,0,0,2
bankrupt,2,0,2
bankruptcy,1,1,0
banks,1,0,2
banksd,0,0,1
bann,1,0,0
bannan,0,1,0
banned,0,1,0
banner,1,4,8
bannerman,0,0,2
bannister,0,0,1
banpesticides,1,0,0
banque,0,0,1
banquet,0,0,1
banroundup,1,0,0
bant,0,0,1
bantam,1,0,0
bantams,0,0,1
bantemweightchampuonship,0,0,1
banter,1,3,0
bantz,0,0,1
bao,1,0,0
baptism,0,1,2
baptist,3,6,5
baptiste,0,1,0
baptize,0,1,0
baqiya,0,0,1
bar,14,48,42
baraa,0,0,1
barack,6,7,15
barak,2,1,0
baransu,0,1,0
barat,0,1,0
barbara,0,2,3
barbarian,0,2,0
barbarians,1,7,9
barbaric,5,0,0
barbasol,0,1,0
barbecue,1,2,0
barbeque,0,1,0
barber,0,1,1
barbershop,0,1,2
barbican,0,6,3
barbie,1,1,0
barbosa,0,1,0
barbs,0,1,0
barbz,1,0,3
barca,10,75,54
barcastuff,0,1,0
barcelon,0,0,1
barcelona,11,19,30
barch,1,0,0
barclays,1,2,4
barcode,0,1,2
bard,0,2,0
bardem,0,0,1
bardsey,0,0,1
bare,5,0,7
barehand,0,1,0
barely,5,7,6
barenboim,0,0,2
baresi,0,0,1
barf,0,1,0
barg,0,0,1
bargain,0,1,3
bargains,0,0,1
barge,1,0,0
barges,0,1,0
bargin,0,1,0
barista,1,0,0
bark,1,0,1
barkan,0,0,1
barkha,0,0,1
barkley,0,0,2
barlow,0,7,6
barn,0,1,1
barnes,2,4,4
barnesamp,0,1,0
barnet,1,4,1
barnett,0,0,1
barney,0,1,0
barns,1,0,0
barnsley,0,1,0
baroda,0,0,3
barometer,0,1,0
baron,0,7,5
barpeta,0,0,2
barr,0,0,1
barra,0,2,0
barracuda,0,0,1
barras,0,1,0
barre,0,3,3
barrel,2,1,5
barren,0,0,1
barrett,0,2,2
barrier,1,1,0
barroquillo,0,0,1
barros,0,1,0
barrowland,0,1,1
barrowlands,0,0,1
barry,1,2,7
